workerid,proliferate.condition,condition,item,persona,question,response,scenario,slide_number_in_experiment,catch_trials,personae,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
3,condition1,mm,walk,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex want to go for a walk. Eva is debating whether it'd be better to grab some food before.,20,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,snow,ea,Which phone is Tyler looking at in the picture?,f,"It's snowing, and Becky and Tyler are figuring out if public transit has been impacted.",21,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,m,backcountry,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex are planning a trip to visit a friend who lives in the backcountry.,22,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_false,grandpa,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to take their grandpa fishing.,23,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nnm,reuniondistance,ea,Which phone is Alex looking at in the picture?,f,Eva has been invited to a friend reunion. She's considering driving there.,24,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,recipes,ea,Which phone is Tyler looking at in the picture?,f,Tyler is looking to cook something new and has a few recipes in mind.,25,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,mm,movies,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex want to go to the movies. Eva's phone is dead and she doesn't want to lose track of time.,26,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_underinf,arearestaurants,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended some restaurants in the area.,27,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,m,beforedark,ea,Which phone is Alex looking at in the picture?,f,"Eva would like to get home before it's dark. Her phone is dead, so she asks Alex for the time.",28,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_false,tickets,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for tickets for a game.,29,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,mm,camping,ea,Which phone is Alex looking at in the picture?,j,Alex and Eva are out of town. They are trying to figure out a good spot for a camping trip.,30,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,threerestaurants,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended three restaurants.,31,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,mm,couch,ea,Which phone is Alex looking at in the picture?,j,"Eva and Alex would like to buy a new couch. She has a specific type in mind, so she asks Alex to look up the price.",32,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,beach,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are on a vacation trip and want to go to the beach.,33,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,m,elena,ea,Which phone is Alex looking at in the picture?,f,"Elena, a friend of Alex and Eva, is in the US for a conference. Alex and Eva want to visit her.",34,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,bikeride,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go for a bike ride in a park out of town.,35,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nnm,weddingdistance,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex have been invited to a wedding. They're figuring out the logistics.,36,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_underinf,newapartment,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for a new apartment. They narrowed down their list to three.,37,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nnm,food,ea,Which phone is Alex looking at in the picture?,f,Alex and Eva need to order food for an event. The manager just sent their quote.,38,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_false,eating,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are browsing options for eating outside.,39,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nnm,reunioncost,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex have been invited to a friend reunion. They're considering driving there.,40,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_underinf,conference,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for hotels for a conference out of state.,41,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,m,friendsdinner,ea,Which phone is Alex looking at in the picture?,f,Alex and Eva are going to a friend's place for dinner. Eva needs to first run some errands before going.,42,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_false,lake,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to go camping on a lake. They have several options.,43,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,mm,picnic,ea,Which phone is Alex looking at in the picture?,j,"Eva and Alex are going to have a picnic, but Eva needs to stop at home first.",44,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_underinf,event,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,45,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nm,friendshouse,ea,Which phone is Alex looking at in the picture?,f,"Eva and Alex want to drop by a friend's house. Her phone is dead, so she asks for the time.",46,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,airbnb,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for AirBnB apartments.,47,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nm,weddingcost,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to a wedding.,48,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,weekendhotel,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are considering some hotels for a weekend out of town.,49,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nm,auntThanksgiving,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to spend Thanksgiving with Alex's aunt.,50,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_true,cafes,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler just moved to a new city. They have a list of cafes they want to try.,51,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nm,friendvisit,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex want to go visit a friend and need to figure out how far she lives from where they are.,52,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_false,apartments,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are apartment hunting. They're visiting three places today.,53,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nm,apples,ea,Which phone is Alex looking at in the picture?,j,"Alex and Eva want to go apple picking, but they don't know much about what their area offers.",54,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,screen_false,downstate,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are visiting a friend downstate and want to avoid paying tolls.,55,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
3,condition1,nnm,sunny,ea,Which phone is Alex looking at in the picture?,j,"It's sunny outside, and Eva would like to go for a walk. She asks Alex for the time.",56,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
82,condition1,,training1,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,5,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,,training2,,Which of these two phones is the one Tyler is looking at?,f,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,6,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,,training3,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,7,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_true,backpacking,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go on a 3 day backpacking trip.,9,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,nm,elena,ra,Which phone is Arthur looking at in the picture?,j,"Elena, a friend of Arthur and Rachel, is in the US for a conference. Arthur and Rachel want to visit her.",10,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_false,eating,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are browsing options for eating outside.,11,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,mm,reuniondistance,ra,Which phone is Arthur looking at in the picture?,j,Rachel has been invited to a friend reunion. She's considering driving there.,12,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_true,weekendhotel,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are considering some hotels for a weekend out of town.,13,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,mm,hotelroom,ra,Which phone is Arthur looking at in the picture?,j,Arthur and Rachel need to book a hotel room for a night. They've considered different options.,14,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_true,business,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to book a hotel for a business trip.,15,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,nnm,backcountry,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur are planning a trip to visit a friend who lives in the backcountry.,16,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_false,grandpa,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to take their grandpa fishing.,17,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,nnm,camping,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel are out of town. They are trying to figure out a good spot for a camping trip.,18,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_underinf,arearestaurants,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler have been recommended some restaurants in the area.,19,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,nm,weddingcost,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur have been invited to a wedding.,20,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_underinf,newapartment,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a new apartment. They narrowed down their list to three.,21,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,m,walkinthepark,ra,Which phone is Arthur looking at in the picture?,f,Rachel would like to take a walk at the park before it gets dark. She asks Arthur for the time.,22,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_false,apartments,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are apartment hunting. They're visiting three places today.,23,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,nm,food,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel need to order food for an event. The manager just sent their quote.,24,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_false,lake,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to go camping on a lake. They have several options.,25,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,nnm,picnic,ra,Which phone is Arthur looking at in the picture?,f,"Rachel and Arthur are going to have a picnic, but Rachel needs to stop at home first.",26,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_underinf,conference,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for hotels for a conference out of state.,27,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,mm,auntThanksgiving,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to spend Thanksgiving with Arthur's aunt.,28,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_underinf,event,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,29,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,mm,trip,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur are planning a trip to visit a friend.,30,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_false,tickets,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for tickets for a game.,31,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,nm,couch,ra,Which phone is Arthur looking at in the picture?,f,"Rachel and Arthur would like to buy a new couch. She has a specific type in mind, so she asks Arthur to look up the price.",32,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_underinf,car,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking to buy a car. They have three options in mind.,33,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,nm,reunioncost,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur have been invited to a friend reunion. They're considering driving there.,34,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_underinf,bars,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are visiting a new town. There are some bars nearby.,35,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,mm,friendshouse,ra,Which phone is Arthur looking at in the picture?,j,"Rachel and Arthur want to drop by a friend's house. Her phone is dead, so she asks for the time.",36,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_true,threerestaurants,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended three restaurants.,37,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,m,beforedark,ra,Which phone is Arthur looking at in the picture?,f,"Rachel would like to get home before it's dark. Her phone is dead, so she asks Arthur for the time.",38,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_true,snow,ra,Which phone is Tyler looking at in the picture?,f,"It's snowing, and Becky and Tyler are figuring out if public transit has been impacted.",39,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,m,friendvisit,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur want to go visit a friend and need to figure out how far she lives from where they are.,40,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_true,bikeride,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go for a bike ride in a park out of town.,41,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,nnm,cousinsThanksgiving,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur want to go visit their cousins for Thanksgiving.,42,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_false,downstate,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are visiting a friend downstate and want to avoid paying tolls.,43,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,m,weddingdistance,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur have been invited to a wedding. They're figuring out the logistics.,44,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_true,cafes,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler just moved to a new city. They have a list of cafes they want to try.,45,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,m,walk,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur want to go for a walk. Rachel is debating whether it'd be better to grab some food before.,46,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_underinf,van,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,47,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,nnm,apples,ra,Which phone is Arthur looking at in the picture?,f,"Arthur and Rachel want to go apple picking, but they don't know much about what their area offers.",48,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_true,beach,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are on a vacation trip and want to go to the beach.,49,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,m,sunny,ra,Which phone is Arthur looking at in the picture?,f,"It's sunny outside, and Rachel would like to go for a walk. She asks Arthur for the time.",50,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_true,recipes,ra,Which phone is Tyler looking at in the picture?,f,Tyler is looking to cook something new and has a few recipes in mind.,51,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,mm,movies,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur want to go to the movies. Rachel's phone is dead and she doesn't want to lose track of time.,52,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_underinf,outoftown,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are planning a trip out of town.,53,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,nm,friendsdinner,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel are going to a friend's place for dinner. Rachel needs to first run some errands before going.,54,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,screen_true,airbnb,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for AirBnB apartments.,55,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
82,condition1,nnm,planeticket,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur are looking for a one-way plane ticket.,56,[],ra,59,Yes,,3,2,1,Male,English,Firefox,Windows,1080,1920,14.41221667,
83,condition1,,training1,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,5,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,,training2,,Which of these two phones is the one Tyler is looking at?,f,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,6,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,,training3,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,7,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,screen_underinf,event,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,9,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,m,weddingdistance,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex have been invited to a wedding. They're figuring out the logistics.,10,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,screen_underinf,arearestaurants,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler have been recommended some restaurants in the area.,11,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,nm,friendvisit,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex want to go visit a friend and need to figure out how far she lives from where they are.,12,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,screen_underinf,car,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking to buy a car. They have three options in mind.,13,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,nm,picnic,ea,Which phone is Alex looking at in the picture?,j,"Eva and Alex are going to have a picnic, but Eva needs to stop at home first.",14,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,screen_true,bikeride,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go for a bike ride in a park out of town.,15,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,nnm,reunioncost,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex have been invited to a friend reunion. They're considering driving there.,16,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,screen_true,recipes,ea,Which phone is Tyler looking at in the picture?,f,Tyler is looking to cook something new and has a few recipes in mind.,17,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,m,apples,ea,Which phone is Alex looking at in the picture?,f,"Alex and Eva want to go apple picking, but they don't know much about what their area offers.",18,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,screen_true,cafes,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler just moved to a new city. They have a list of cafes they want to try.,19,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,m,backcountry,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex are planning a trip to visit a friend who lives in the backcountry.,20,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,screen_false,eating,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are browsing options for eating outside.,21,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,nnm,weddingcost,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to a wedding.,22,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,screen_true,snow,ea,Which phone is Tyler looking at in the picture?,f,"It's snowing, and Becky and Tyler are figuring out if public transit has been impacted.",23,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,mm,auntThanksgiving,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to spend Thanksgiving with Alex's aunt.,24,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,screen_true,beach,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are on a vacation trip and want to go to the beach.,25,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,m,friendsdinner,ea,Which phone is Alex looking at in the picture?,f,Alex and Eva are going to a friend's place for dinner. Eva needs to first run some errands before going.,26,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,screen_true,airbnb,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for AirBnB apartments.,27,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,nnm,trip,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex are planning a trip to visit a friend.,28,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,screen_false,downstate,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are visiting a friend downstate and want to avoid paying tolls.,29,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,mm,walk,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex want to go for a walk. Eva is debating whether it'd be better to grab some food before.,30,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,screen_underinf,bars,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are visiting a new town. There are some bars nearby.,31,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,nnm,elena,ea,Which phone is Alex looking at in the picture?,f,"Elena, a friend of Alex and Eva, is in the US for a conference. Alex and Eva want to visit her.",32,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,screen_true,threerestaurants,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended three restaurants.,33,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,mm,couch,ea,Which phone is Alex looking at in the picture?,j,"Eva and Alex would like to buy a new couch. She has a specific type in mind, so she asks Alex to look up the price.",34,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,screen_false,grandpa,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to take their grandpa fishing.,35,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,nnm,friendshouse,ea,Which phone is Alex looking at in the picture?,f,"Eva and Alex want to drop by a friend's house. Her phone is dead, so she asks for the time.",36,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,screen_underinf,van,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,37,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,mm,walkinthepark,ea,Which phone is Alex looking at in the picture?,j,Eva would like to take a walk at the park before it gets dark. She asks Alex for the time.,38,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,screen_true,backpacking,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go on a 3 day backpacking trip.,39,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
83,condition1,nm,sunny,ea,Which phone is Alex looking at in the picture?,j,"It's sunny outside, and Eva would like to go for a walk. She asks Alex for the time.",40,[],ea,23,Yes,,3,2,1,Male,English,Chrome,Mac,800,1280,13.9739,
